pseudo_id,account_active_days,koen,permission_given_order,previous_subscriptions,previous_campaigns,previous_trials,newsletters_before_order,newsletters_after_order,churn,continued_subscription,early_churn,age,kundetid_gruppe,utm_content,utm_medium,utm_source,antal_sidevisninger,antal_dage_aktiv,andel_restricted,avg_scroll_depth,andel_mobil,andel_social,andel_email,andel_search,laesedage_spredning,andel_weekend,andel_morgen,andel_aften,andel_ios,andel_android,andel_windows,andel_sport,andel_politik,andel_oekonomi,andel_kultur,cluster_label,n_visits,avg_scroll,share_mobile,share_desktop,share_restricted,share_search,share_internal,n_unique_pages
07d0c99895df503e62414e0f2b702cde,60,Mand,1,2,1,1,5,7,0,1,0,58,6+ måneder,Andet,mail,mail,629,30,0.314785373608903,0.35174880763116056,0.8314785373608903,0,0,0,30,0,0.2066772655007949,0.20508744038155802,0,0.8314785373608903,0.1685214626391097,0.009538950715421303,0.02384737678855326,0.08744038155802862,0.030206677265500796,Power-brugeren (Mest mobil),629,0.35174880763116056,0.8314785373608903,0.1685214626391097,0.314785373608903,0,0.5119236883942766,629
777833f12b1c604a5b3d6dd76bdde6ec,60,Kvinde,0,3,3,0,0,0,1,0,0,65,6+ måneder,Andet,mail,mail,7,2,0.2857142857142857,0.2857142857142857,0,0,0,0,4,0,0,0.8571428571428571,0,0,0,0,0.14285714285714285,0,0,Desktop-traditionalisten,7,0.2857142857142857,0,1,0.2857142857142857,0,0.5714285714285714,7
f79e1675b854d18f6f0c9a76d7941b3f,60,Mand,0,10,5,4,1,0,1,0,0,76,6+ måneder,B,mail,mail,208,31,0.32211538461538464,0.38341346153846156,0,0,0,0,30,0,0.39903846153846156,0.23076923076923078,0,0,1,0.009615384615384616,0.028846153846153848,0.08173076923076923,0.009615384615384616,Desktop-traditionalisten,208,0.38341346153846156,0,1,0.32211538461538464,0,0.5336538461538461,208
80cfaf94b170f141e28861a07d09d476,60,Mand,0,0,0,0,0,0,0,1,0,55,6+ måneder,Andet,Matrice,App,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Spøgelses-brugeren (Lav aktivitet),1,0,1,0,0,0,0,1
181239c484f5899e65888a9bd671527d,60,Mand,1,5,0,5,7,9,0,1,1,60,6+ måneder,Andet,Matrice,jp.dk,543,23,0.4714548802946593,0.4604051565377532,1,0,0.01841620626151013,0,30,0,0.141804788213628,0.0423572744014733,0,1,0,0.0055248618784530384,0.06629834254143646,0.1141804788213628,0.020257826887661142,Veteranen (Høj historik),543,0.4604051565377532,1,0,0.4714548802946593,0,0.8637200736648251,543
e313c648720ad368db50f15344b943aa,60,Mand,0,2,2,2,0,0,0,1,1,71,6+ måneder,B,mail,mail,80,19,0.575,0.715625,0,0,0,0,30,0,0.025,0.6125,0,0,1,0,0.0625,0.1125,0.0125,Desktop-traditionalisten,80,0.715625,0,1,0.575,0,0.35,79
761f1df8f468f1bb378e9d72cbe382e5,60,Mand,1,0,0,0,0,0,1,0,0,82,0-7 dage,B,content,jp.dk,27,5,0.4074074074074074,0.5648148148148148,0.14814814814814814,0.037037037037037035,0,0.07407407407407407,17,0,0.2222222222222222,0.14814814814814814,0.14814814814814814,0,0.5925925925925926,0,0,0.07407407407407407,0,Desktop-traditionalisten,27,0.5648148148148148,0.14814814814814814,0.8518518518518519,0.4074074074074074,0.07407407407407407,0.7037037037037037,27
8ddd9da87f5d0aff556598905938e9e4,60,Mand,0,0,0,0,0,0,0,1,0,65,6+ måneder,B,content,jp.dk,163,20,0.4171779141104294,0.46319018404907975,1,0,0,0,29,0,0.4601226993865031,0.04294478527607362,1,0,0,0,0.049079754601226995,0.0736196319018405,0.05521472392638037,Mobil-nykommeren,163,0.46319018404907975,1,0,0.4171779141104294,0,0.7055214723926381,163
e5c1e5dfabe1d1b80ee995d84de2201d,60,Mand,0,0,0,0,0,0,1,0,0,50,6+ måneder,A,content,jp.dk,520,31,0.20961538461538462,0.23173076923076924,1,0,0,0.009615384615384616,30,0,0.1423076923076923,0.3730769230769231,0,1,0,0,0.028846153846153848,0.051923076923076926,0.026923076923076925,Power-brugeren (Mest mobil),520,0.23173076923076924,1,0,0.20961538461538462,0.009615384615384616,0.5903846153846154,520
1af06db48739c4e618bb73c2cdd09ece,60,Mand,1,2,2,0,0,0,0,1,1,93,6+ måneder,Andet,Matrice,jp.dk,96,29,0.3958333333333333,0.578125,0,0.010416666666666666,0,0,30,0,0.3541666666666667,0,0,0,1,0,0.09375,0.041666666666666664,0.010416666666666666,Desktop-traditionalisten,96,0.578125,0,1,0.3958333333333333,0,0.5625,96
